ANO_REFERENCIA;UF_ESCOLA;MUNICIPIO_ESCOLA;ESFERA_GOVERNO;LOCALIZACAO_ESCOLA;INEP_ESCOLA;NOME_ESCOLA;ALUNADO;TOTAL_RECEBIDO_ADESAO
2017;RJ;São Gonçalo;Municipal;Urbana;33090483;ESCOLA MUNICIPAL ALBERTO PASQUALINI;100;R$11.268,00
2017;RJ;São Gonçalo;Municipal;Urbana;33129754;ESCOLA MUNICIPAL ALBERTO TORRES;100;R$11.268,00
2017;RJ;São Gonçalo;Municipal;Urbana;33129789;ESCOLA MUNICIPAL ANISIO SPINOLA TEIXEIRA;200;R$22.536,00
2017;RJ;São Gonçalo;Municipal;Urbana;33090947;ESCOLA MUNICIPAL ROTARY;135;R$16.767,00
2017;RJ;São Gonçalo;Municipal;Urbana;33089710;ESCOLA MUNICIPAL VISCONDE DE SEPETIBA;120;R$14.040,00
2017;RJ;São Gonçalo;Municipal;Urbana;33090661;CIEP BRIZOLAO 051 MUNICIPALIZADO ANITA GARIBALDI;250;R$46.950,00
2017;RJ;São Gonçalo;Municipal;Urbana;33090912;COLEGIO MUNICIPAL IRENE BARBOSA ORNELLAS;100;R$11.268,00
2017;RJ;São Gonçalo;Municipal;Urbana;33089159;COLEGIO MUNICIPAL PRESIDENTE CASTELLO BRANCO;250;R$28.170,00
2017;RJ;São Gonçalo;Municipal;Urbana;33090750;COLEGIO MUNICIPAL ESTEPHANIA DE CARVALHO;120;R$23.235,00
2017;RJ;São Gonçalo;Municipal;Urbana;33091218;COLEGIO MUNICIPAL ERNANI FARIA;140;R$23.280,00
2017;RJ;São João de Meriti;Municipal;Urbana;33092192;CIEP BRIZOLAO 138 DAUTA JOBERT BARRETO;260;R$30.852,00
2017;RJ;São João de Meriti;Municipal;Urbana;33093326;E M UNIDADE INTEGRADA DE 1 GRAU;100;R$11.268,00
2017;RJ;São Pedro da Aldeia;Municipal;Rural;33028508;E M VIDAL DE NEGREIROS;60;R$6.060,00
2017;RJ;Seropédica;Municipal;Rural;33139229;E M LUIZ CLAUDIO BARANDA;50;R$4.025,00
2017;RJ;Seropédica;Municipal;Urbana;33045674;E M PANARO FIGUEIRA;100;R$18.780,00
2017;RJ;Silva Jardim;Municipal;Urbana;33162859;CENTRO EDUCACIONAL PROFª SONIA BRAGA PEREIRA BRANDT;333;R$39.285,00
2017;RJ;Valença;Municipal;Urbana;33125848;CIEP MUNICIPALIZADO DJALMA MACEDO;214;R$27.990,00
2017;RJ;Valença;Municipal;Rural;33035903;E M PROF MARIA DA GLORIA GIFFONI;160;R$28.656,00
2017;RJ;São Gonçalo;Estadual;Urbana;33090149;CIEP 122 PROFESSOR ERMEZINDA DIONIZIO NECCO;250;R$28.170,00
2017;RN;Alto do Rodrigues;Municipal;Rural;24010197;EM EXPEDICIONARIO ARLINDO MARTINS;144;R$41.025,00
2017;RN;Angicos;Municipal;Urbana;24026760;EM PROFª MARIA ODILA ENSINO FUNDAMENTAL;364;R$70.215,00
2017;RN;Apodi;Municipal;Rural;24004910;E M FRANCISCO TARGINO DA COSTA;200;R$40.860,00
2017;RN;Arês;Municipal;Rural;24060844;ESCOLA MUNICIPAL ANTONIO FELIPE FERREIRA DA SILVA;75;R$20.565,00
2017;RN;Açu;Municipal;Urbana;24009938;EM COMUNITARIA BELA VISTA;95;R$18.705,00
2017;RN;Açu;Municipal;Rural;24009806;EM PROF ANTONIO GUERRA;187;R$47.625,00
2017;RN;Açu;Municipal;Urbana;24009830;ESCOLA MUNICIPAL PROFA LUIZA DE FRANCA;150;R$27.930,00
2017;RN;Baía Formosa;Municipal;Rural;24061050;EM JARBAS PASSARINHO;78;R$8.070,00
2017;RN;Baía Formosa;Municipal;Urbana;24061077;EM MANOEL GERMANO DOS SANTOS;378;R$13.422,00
2017;RN;Baraúna;Municipal;Rural;24000736;ESCOLA MUNICIPAL DE 1º GRAU RUI BARBOSA;57;R$13.590,00
2017;RN;Bento Fernandes;Municipal;Urbana;24037940;ESC MUL MARIA DO CARMO GOMES;279;R$10.053,00
2017;RN;Januário Cicco;Municipal;Rural;24065684;ESCOLA MUNICIPAL CHICO MARIA;137;R$24.561,00
2017;RN;Januário Cicco;Municipal;Urbana;24077089;ESCOLA MUNICIPAL SEBASTIAO CLEODON DE MEDEIROS;199;R$22.527,00
2017;RN;Bodó;Municipal;Urbana;24030619;EM JOSE MARIA DO NASCIMENTO ENSINO FUNDAMENTAL;235;R$41.910,00
2017;RN;Bom Jesus;Municipal;Urbana;24044695;EM ALICE GARCIA FREIRE ENS 1 GRAU;100;R$18.780,00
2017;RN;Bom Jesus;Municipal;Urbana;24282316;ESCOLA MUNICIPAL DIA AZEVEDO;137;R$18.720,00
2017;RN;Augusto Severo;Municipal;Urbana;24007340;EM 1 E 2 GR PROF JOAQUIM L PIMENTA;150;R$23.385,00
2017;RN;Augusto Severo;Municipal;Rural;24007439;EM BOM JESUS;150;R$41.115,00
2017;RN;Campo Redondo;Municipal;Urbana;24039667;EM AIDA RAMALHO CORTEZ;231;R$46.620,00
2017;RN;Campo Redondo;Municipal;Urbana;24039756;EM JOSE MARCILIO FURTADO;132;R$27.900,00
2017;RN;Canguaretama;Municipal;Rural;24061123;CENTRO ED RURAL ROBERTO MAGALHAES MELO;206;R$54.750,00
2017;RN;Canguaretama;Municipal;Urbana;24061441;EM JUAREZ RABELO;250;R$46.950,00
2017;RN;Canguaretama;Municipal;Rural;24061484;EM NS DA CONCEICAO;100;R$27.420,00
2017;RN;Canguaretama;Municipal;Rural;24061298;EM ANTONIO CAMARA;80;R$27.120,00
2017;RN;Canguaretama;Municipal;Rural;24061336;E M ELZA BEZERRIL RIBEIRO;300;R$82.245,00
2017;RN;Canguaretama;Municipal;Rural;24061360;EM FIRMINO ANTONIO DE CARVALHO;85;R$27.120,00
2017;RN;Canguaretama;Municipal;Urbana;24061417;E M JOAQUIM GOMES SOBRINHO;50;R$9.390,00
2017;RN;Canguaretama;Municipal;Rural;24061476;EM MANOEL RODRIGUES;100;R$27.330,00
2017;RN;Canguaretama;Municipal;Rural;24061492;EM PROFA ANITA MELO;70;R$20.475,00
2017;RN;Canguaretama;Municipal;Urbana;24325309;EM PROF MARIA ELIZABETH DE CASTRO;54;R$13.770,00
2017;RN;Caraúbas;Municipal;Rural;24006378;E M PROF FRANCISCO DE ACACI VIANA;60;R$13.680,00
2017;RN;Carnaúba dos Dantas;Municipal;Urbana;24035084;INST MUL JOAO CANDIDO FILHO;138;R$23.430,00
2017;RN;Carnaubais;Municipal;Urbana;24010324;EM ABEL ALBERTO DA FONSECA;477;R$65.700,00
2017;RN;Carnaubais;Municipal;Rural;24010430;EM PRINCESA ISABEL;175;R$47.670,00
2017;RN;Ceará-Mirim;Municipal;Rural;24052353;EM PROFESSORA MARIA ESTER PAIVA;100;R$27.405,00
2017;RN;Ceará-Mirim;Municipal;Rural;24052280;EM AUGUSTO XAVIER DE GOIS;120;R$34.185,00
2017;RN;Ceará-Mirim;Municipal;Rural;24052493;EM GONCALO TEIXEIRA DA SILVA;87;R$16.335,00
2017;RN;Ceará-Mirim;Municipal;Rural;24052558;EM JOSE ADELINO;90;R$27.270,00
2017;RN;Ceará-Mirim;Municipal;Urbana;24052590;EM MARIO PINHEIRO;150;R$16.902,00
2017;RN;Ceará-Mirim;Municipal;Rural;24052329;EM PROF JOAO GABRIEL DE OLIVEIRA;90;R$16.362,00
2017;RN;Ceará-Mirim;Municipal;Rural;24052299;EM BELARMINA CAMPOS;48;R$13.665,00
2017;RN;Ceará-Mirim;Municipal;Rural;24052418;EM PROFESSORA ALZIRA DE SA PEREIRA;68;R$12.276,00
2017;RN;Ceará-Mirim;Municipal;Rural;24082228;EM PROFESSORA MARIA DE LOURDES DE OLIVEIRA;115;R$20.475,00
2017;RN;Ceará-Mirim;Municipal;Rural;24071668;EM FERDINANDO PEREIRA DO COUTO;93;R$27.315,00
2017;RN;Coronel Ezequiel;Municipal;Urbana;24039934;EM MANOEL CASSIMIRO GOMES;326;R$39.222,00
2017;RN;Coronel João Pessoa;Municipal;Rural;24012521;ESCOLA MUNICIPAL ESCOLASTICA NUNES DA SILVA;46;R$13.650,00
2017;RN;Espírito Santo;Municipal;Urbana;24061719;ESC MUL PROFA LENIRA GOMES TEIXEIRA;150;R$28.170,00
2017;RN;Extremoz;Municipal;Rural;24056561;ESC MUL NOSSA SRA DE FATIMA;130;R$40.770,00
2017;RN;Extremoz;Municipal;Rural;24067121;ESC MUL MARIA ISABEL DANTAS;154;R$40.980,00
2017;RN;Francisco Dantas;Municipal;Urbana;24068322;EM AUGUSTA LEOPOLDINA DO MONTE;174;R$27.960,00
2017;RN;Frutuoso Gomes;Municipal;Urbana;24022756;ESC MUL ERNESTO FERREIRA;177;R$28.140,00
2017;RN;Goianinha;Municipal;Rural;24061883;EM ALBERTO TORRES GALVAO;116;R$6.120,00
2017;RN;Goianinha;Municipal;Rural;24062030;EM JOAO CARVALHO BARBALHO;169;R$41.130,00
2017;RN;Governador Dix-Sept Rosado;Municipal;Urbana;24006777;EDUCANDARIO DIX SEPTIENSE;125;R$18.630,00
2017;RN;Governador Dix-Sept Rosado;Municipal;Rural;24007072;EM FRANCISCO QUEIROZ PORTO;80;R$16.272,00
2017;RN;Grossos;Municipal;Urbana;24068314;ESCOLA MUNICIPAL SAGRADO CORACAO DE JESUS;180;R$37.260,00
2017;RN;Guamaré;Municipal;Rural;24025445;EM PROFESSOR ANTONIO THEODORICO;60;R$20.340,00
2017;RN;Ipanguaçu;Municipal;Rural;24080179;EM ADALBERTO NOBRE DE SIQUEIRA;190;R$54.690,00
2017;RN;Ipanguaçu;Municipal;Rural;24010642;E M NELSON BORGES MONTENEGRO;100;R$27.390,00
2017;RN;Ipanguaçu;Municipal;Rural;24010723;EM FRANCISCO SOARES DA COSTA;186;R$32.778,00
2017;RN;Japi;Municipal;Urbana;24040673;EM JOSE DA COSTA MEDEIROS;200;R$32.610,00
2017;RN;Jardim de Angicos;Municipal;Urbana;24027200;ESC MUL PREF FCO BARBOSA DA CAMARA;200;R$37.530,00
2017;RN;Jardim de Angicos;Municipal;Rural;24027162;ESC MUN JOAO BONIFACIO;79;R$20.415,00
2017;RN;Jardim de Piranhas;Municipal;Urbana;24033227;ESCOLA MUL EVANILDO MARIANO DOS SANTOS;147;R$23.235,00
2017;RN;João Câmara;Municipal;Rural;24038628;ESC MUL PROF ALICE SOARES;69;R$12.285,00
2017;RN;João Câmara;Municipal;Urbana;24038369;ESC MUL PROF SONIA VARELA;79;R$13.740,00
2017;RN;João Câmara;Municipal;Rural;24038717;ESC MUL SARAMANDAIA;63;R$13.605,00
2017;RN;João Câmara;Municipal;Rural;24038725;EM XVI DE JUNHO;200;R$54.840,00
2017;RN;João Dias;Municipal;Urbana;24066770;ESC MUL MARIO A DINIZ;105;R$23.175,00
2017;RN;José da Penha;Municipal;Urbana;24016969;ESC MUL 4 DE OUTUBRO ENS DE 1 GRAU;101;R$23.115,00
2017;RN;Jundiá;Municipal;Urbana;24050288;ESC MUL MENINO JESUS;119;R$5.520,00
2017;RN;Jundiá;Municipal;Urbana;24050261;ESC MUL PAULINO FRANCISCO DE SOUZA;60;R$2.810,00
2017;RN;Lagoa d'Anta;Municipal;Urbana;24063207;ESC MUL FELIPE ANDRE BEZERRIL SOUTO;344;R$65.640,00
2017;RN;Lagoa d'Anta;Municipal;Urbana;24045837;ESC MUL FRANCISCO NARCISO DA SILVA;50;R$9.375,00
2017;RN;Lagoa de Pedras;Municipal;Rural;24046000;E M PROFESSOR JOSE LUIZ RODRIGUES;120;R$27.420,00
2017;RN;Lagoa de Velhos;Municipal;Rural;24040860;EM ABEL AQUINO DE SOUZA;123;R$33.960,00
2017;RN;Lagoa de Velhos;Municipal;Urbana;24040932;EM SAO SEBASTIAO;163;R$32.505,00
2017;RN;Lagoa Nova;Municipal;Rural;24029637;ESCOLA MUL DOM JOSE DELGADO;100;R$27.120,00
2017;RN;Lajes Pintadas;Municipal;Rural;24041190;EM SANTA MARTA;75;R$20.325,00
2017;RN;Lajes Pintadas;Municipal;Urbana;24041181;EM SAO JOSE;231;R$42.180,00
2017;RN;Luís Gomes;Municipal;Urbana;24085448;ESCOLA MUNICIPAL PROF MARIA FONTES ROCHA;40;R$9.240,00
2017;RN;Macaíba;Municipal;Rural;24053430;E M SANTA LUZIA CAPOEIRAS;77;R$20.340,00
2017;RN;Macaíba;Municipal;Rural;24053309;EM MANOEL DUARTE FILHO;100;R$27.345,00
2017;RN;Macaíba;Municipal;Rural;24053376;EM PROF JOAO FAUSTINO;75;R$12.339,00
2017;RN;Macaíba;Municipal;Urbana;24053260;ESC MUL JOSE PINHEIRO BORGES;150;R$23.460,00
2017;RN;Macaíba;Municipal;Rural;24053392;EM PROFESSORA ANITA ALVES MACIEL;100;R$27.420,00
2017;RN;Macau;Municipal;Rural;24025747;EM JOSE RIBEIRO DA COSTA ENSINO DE 1º GRAU;105;R$20.385,00
2017;RN;Macau;Municipal;Urbana;24025682;EM DE 1º GRAU EDINOR AVELINO;200;R$32.520,00
2017;RN;Macau;Municipal;Urbana;24025690;EM DE 1º GRAU PADRE JOAO PENHA FILHO;250;R$46.830,00
2017;RN;Macau;Municipal;Rural;24025623;EM DE 1 GRAU ALFERES CASSIANO MARTINS;125;R$20.565,00
2017;RN;Montanhas;Municipal;Rural;24062332;ESC MUL DE SERROTE DE CIMA;41;R$13.470,00
2017;RN;Montanhas;Municipal;Urbana;24062340;ESC MUL GRIMALDI RIBEIRO;175;R$32.865,00
2017;RN;Montanhas;Municipal;Urbana;24062359;ESC MUL JESSE PINTO FREIRE;119;R$23.280,00
2017;RN;Montanhas;Municipal;Urbana;24062260;ESC MUL BELO HORIZONTE;279;R$42.240,00
2017;RN;Monte das Gameleiras;Municipal;Urbana;24041327;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VIRTUOSA BERNARDINA DA COSTA;100;R$18.780,00
2017;RN;Mossoró;Municipal;Rural;24003131;ESCOLA MUNICIPAL RICARDO VIEIRA DO COUTO;100;R$27.420,00
2017;RN;Mossoró;Municipal;Urbana;24072516;ESCOLA MUNICIPAL PROF ALEXANDRE LINHARES;153;R$32.505,00
2017;RN;Natal;Municipal;Urbana;24058980;ESC MUL PROFA FRANCISCA FERREIRA DA SILVA;120;R$23.400,00
2017;RN;Natal;Municipal;Urbana;24059021;ESC MUL NOSSA SRA DAS DORES;74;R$14.025,00
2017;RN;Natal;Municipal;Urbana;24060364;ESC MUL PROF LUIS MARANHAO FILHO;120;R$23.400,00
2017;RN;Natal;Municipal;Urbana;24064009;ESC MUL PROFA JOSEFA BOTELHO;160;R$32.640,00
2017;RN;Natal;Municipal;Urbana;24058840;ESC MUL FERREIRA ITAJUBA ENS DE 1º GRAU;100;R$18.780,00
2017;RN;Nísia Floresta;Municipal;Urbana;24054119;EM PROFESSORA MARIA DOLORES REGINA DE MACEDO LEITE;130;R$27.870,00
2017;RN;Nova Cruz;Municipal;Rural;24047066;ESC MUL GEORGE AUGUSTO CARNEIRO COSTA;60;R$20.340,00
2017;RN;Nova Cruz;Municipal;Rural;24047015;ESC MUL DOUTOR JOSE TARGINO;100;R$4.908,00
2017;RN;Nova Cruz;Municipal;Rural;24047333;ESC MUL PRESIDENTE CASTELO BRANCO;88;R$27.240,00
2017;RN;Nova Cruz;Municipal;Urbana;24046973;ESC MUL ANTONIO PEIXOTO MARIANO;208;R$32.700,00
2017;RN;Nova Cruz;Municipal;Urbana;24046990;ESC MUL DEPUTADO MARCIO MARINHO;350;R$65.730,00
2017;RN;Paraná;Municipal;Rural;24018090;ESC MUL CEL ANTONIO GONCALVES;100;R$27.375,00
2017;RN;Paraú;Municipal;Urbana;24008630;EM DE 1 GRAU PE AMARO;150;R$27.855,00
2017;RN;Parazinho;Municipal;Rural;24038946;ESC MUL ALEXANDRE CAMARA;100;R$27.315,00
2017;RN;Parnamirim;Municipal;Urbana;24098000;EM HISTORIADOR HELIO MAMEDE GALVAO;150;R$16.902,00
2017;RN;Parnamirim;Municipal;Urbana;24294314;EM JOAO GOMES DA COSTA NETO;150;R$28.170,00
2017;RN;Parnamirim;Municipal;Urbana;24055948;EM PROF EULINA AUGUSTO DE ALMEIDA;150;R$16.902,00
2017;RN;Passa e Fica;Municipal;Urbana;24047465;ESC MUL MAJOR HUGO MANSO;58;R$13.725,00
2017;RN;Patu;Municipal;Urbana;24024481;ESC MUL RAIMUNDO NONATO DA SILVA;117;R$14.013,00
2017;RN;Patu;Municipal;Urbana;24024260;ESC MUL FCO FRANCELINO DE MOURA;180;R$37.245,00
2017;RN;Pedro Avelino;Municipal;Urbana;24028215;EM CONEGO ANTONIO ANTAS;79;R$11.079,00
2017;RN;Pedro Velho;Municipal;Urbana;24062588;ESC MUL DEP GRIMALDI RIBEIRO;323;R$61.005,00
2017;RN;Pedro Velho;Municipal;Rural;24062707;ESC MUL PRES CASTELO BRANCO;80;R$27.075,00
2017;RN;Pendências;Municipal;Urbana;24011800;ESCOLA MUNICIPAL PADRE JOSE LUIZ;120;R$23.400,00
2017;RN;Pendências;Municipal;Urbana;24063622;ESCOLA MUNICIPAL TEREZINHA JUSTO;100;R$18.780,00
2017;RN;Pilões;Municipal;Urbana;24018783;ESC MUL JOANA DANTAS DE MOURA;150;R$16.902,00
2017;RN;Poço Branco;Municipal;Rural;24039195;ESC MUL JOAO MEDEIROS DO NASCIMENTO;60;R$6.060,00
2017;RN;Poço Branco;Municipal;Urbana;24039322;ESC MUL VEREADOR RAIMUNDO ROSA SANTIAGO;315;R$15.350,00
2017;RN;Portalegre;Municipal;Rural;24019127;ESC MUL MANOEL JOAQUIM DE SA;30;R$3.990,00
2017;RN;Porto do Mangue;Municipal;Rural;24010405;EM MAJOR AMARO CAMPIELO MARESCO;123;R$34.035,00
2017;RN;Porto do Mangue;Municipal;Rural;24067024;EM DOM BOSCO;145;R$41.055,00
2017;RN;Porto do Mangue;Municipal;Urbana;24063401;EM FRANCISCA SERAFIM DE SOUZA;200;R$22.536,00
2017;RN;Riachuelo;Municipal;Urbana;24048062;EM MANOEL G DE A VALENTI;319;R$60.945,00
2017;RN;Rio do Fogo;Municipal;Rural;24050580;EM DOM ALAIR VILAR;120;R$34.200,00
2017;RN;Rio do Fogo;Municipal;Urbana;24050652;EM JOANA DE SOUZA RIBEIRO;120;R$23.400,00
2017;RN;Rio do Fogo;Municipal;Urbana;24050644;EM JERONIMO DE CASTRO;100;R$18.765,00
2017;RN;Rodolfo Fernandes;Municipal;Urbana;24019623;E M MARIA DE LOURDES CAVALCANTE;465;R$53.433,00
2017;RN;Santo Antônio;Municipal;Rural;24048453;EM JOSE ALEXANDRE DE LIMA;77;R$20.505,00
2017;RN;São Bento do Norte;Municipal;Urbana;24025984;E M SEVERINO FERREIRA;100;R$18.780,00
2017;RN;São Bento do Trairí;Municipal;Urbana;24042650;ESCOLA MUNICIPAL JOSE RIBEIRO DA SILVA;245;R$42.180,00
2017;RN;São Gonçalo do Amarante;Municipal;Urbana;24054658;ESC MUL DE ENSINO FUNDAMENTAL GENESIO C DE MACEDO;150;R$28.140,00
2017;RN;São Gonçalo do Amarante;Municipal;Rural;24054747;ESC MUL DE 1 GRAU LUIZ DE FRANCA LIMA;150;R$41.085,00
2017;RN;São Gonçalo do Amarante;Municipal;Rural;24054518;EM DE 1º GRAU PROF LAURIETE V DA SILVA;75;R$20.565,00
2017;RN;São Gonçalo do Amarante;Municipal;Rural;24054640;EM DE 1 GRAU DR VARELA BARCA;145;R$41.055,00
2017;RN;São Gonçalo do Amarante;Municipal;Urbana;24055190;EM DE 1 E 2 G DR ROBERTO B FREIRE;150;R$18.690,00
2017;RN;São Gonçalo do Amarante;Municipal;Urbana;24068420;ESCOLA MUNICIPAL DE 1º GRAU CANTINHO DO SABER;150;R$28.170,00
2017;RN;São Gonçalo do Amarante;Municipal;Urbana;24073954;ESC MUL DE ENS FUND FCO POTIGUAR CAVALCANTE;150;R$16.902,00
2017;RN;São José do Campestre;Municipal;Urbana;24042722;ESCOLA DE 1º GRAU JARDELINA F NASCIMENTO;313;R$56.220,00
2017;RN;São José do Campestre;Municipal;Urbana;24042854;EM PROFESSOR ANTONIO THIAGO GADELHA SIMAS;187;R$37.275,00
2017;RN;São Miguel;Municipal;Urbana;24014486;ESCOLA MUNICIPAL AVELINO PINHEIRO ENS 1 E 2 GRAUS;350;R$39.438,00
2017;RN;São Miguel;Municipal;Urbana;24014842;ESCOLA MUNICIPAL ELINAS DIAS;131;R$16.731,00
2017;RN;São Pedro;Municipal;Rural;24049468;ESC MUL LUIZ VARELA;143;R$27.330,00
2017;RN;São Pedro;Municipal;Urbana;24049441;ESC MUL ISABEL MOURA DE ANDRADE;337;R$60.960,00
2017;RN;São Rafael;Municipal;Urbana;24011894;EM DE 1 E 2 GRAUS FCO DE ASSIS DE SOUZA;420;R$47.844,00
2017;RN;São Tomé;Municipal;Urbana;24043222;EM DR JOSE ARIBALDO DE CARVALHO;123;R$14.070,00
2017;RN;Serra de São Bento;Municipal;Urbana;24043958;ESC MUL DOM MATIAS PATRICIO DE MACEDO;50;R$9.390,00
2017;RN;Serrinha dos Pintos;Municipal;Urbana;24023582;ESC MUN LEIS GOMES DE OLIVEIRA;364;R$70.095,00
2017;RN;Tenente Ananias;Municipal;Urbana;24020931;ESC MUL JOAQUIM BOAVENTURA DO NASCIMENTO;80;R$18.480,00
2017;RN;Tibau do Sul;Municipal;Urbana;24062901;EM JOAQUIM DELVITO;100;R$18.555,00
2017;RN;Tibau do Sul;Municipal;Rural;24062928;EM PADRE ARMANDO DE PAIVA;100;R$16.452,00
2017;RN;Tibau do Sul;Municipal;Rural;24062952;EM PRESIDENTE COSTA E SILVA;151;R$28.575,00
2017;RN;Triunfo Potiguar;Municipal;Urbana;24008044;EM PROFESSOR MANOEL SILVESTRE FREIRE;306;R$36.450,00
2017;RN;Umarizal;Municipal;Urbana;24024996;ESC MUL TANCREDO NEVES;337;R$60.735,00
2017;RN;Vera Cruz;Municipal;Rural;24050334;EM CONEGO ANTONIO BARROS;201;R$61.335,00
2017;RN;Vera Cruz;Municipal;Rural;24050407;EM FILOMENA CURCIO CABRAL;151;R$47.625,00
2017;RN;Parnamirim;Estadual;Urbana;24065676;EE PROF ARNALDO ARSENIO DE AZEVEDO;350;R$65.550,00
2017;RN;Angicos;Estadual;Urbana;24026522;EE PROFª JOANA HONORIO DA SILVEIRA MOURA ENS FUND;140;R$28.020,00
2017;RN;Natal;Estadual;Urbana;24065943;EE PROFA MARIA DE LOURDES CAMARA SOUTO;88;R$11.160,00
2017;RN;Natal;Estadual;Urbana;24058327;EE PROF JOSE FERNANDES MACHADO ENS 1 E 2 GR;60;R$13.860,00
2017;RN;Apodi;Estadual;Urbana;24004294;E E PROFA ALVANI DE FREITAS DIAS;125;R$18.780,00
2017;RN;Macau;Estadual;Urbana;24025585;ESCOLA ESTADUAL PROFESSORA MARIA DE LOURDES BEZERRA;150;R$16.902,00
2017;RN;Patu;Estadual;Urbana;24023981;ESC EST DR XAVIER FERNANDES;200;R$37.380,00
2017;RN;Várzea;Estadual;Urbana;24050113;ESCOLA ESTADUAL DOM JOAQUIM DE ALMEIDA ENSINO 1º E 2º GRAU;100;R$18.765,00
2017;RN;Baía Formosa;Estadual;Urbana;24061000;EE AGUIDA SUCUPIRA;200;R$37.560,00
2017;RN;Natal;Estadual;Urbana;24060020;EE ALDO FERNANDES DE MELO ENS DE 1 GRAU;150;R$16.902,00
2017;RN;Augusto Severo;Estadual;Urbana;24068039;EE ANA MARIA VIEIRA LIBERATO;200;R$37.395,00
2017;RN;Jucurutu;Estadual;Urbana;24010928;ESC EST ANTONIO BATISTA ENS FUNDAMENTAL;100;R$18.780,00
2017;RN;Natal;Estadual;Urbana;24060160;EE PROF ANTONIO FAGUNDES 1 E 2 GRAUS;120;R$14.040,00
2017;RN;Lagoa d'Anta;Estadual;Urbana;24045810;ESC EST ANTONIO P BEZERRIL ENS DE 1 GRAU;276;R$42.255,00
2017;RN;Ipanguaçu;Estadual;Urbana;24010510;EE CEL OVIDIO MONTENEGRO ENS FUNDAMENTAL;100;R$11.268,00
2017;RN;Grossos;Estadual;Urbana;24000957;ESCOLA ESTADUAL CORONEL SOLON - ENSINO FUNDAMENTAL E MEDIO;139;R$16.803,00
2017;RN;Lagoa Salgada;Estadual;Urbana;24046108;ESC EST DELZUITE MARIA SOARES DA COSTA;100;R$18.765,00
2017;RN;Caicó;Estadual;Urbana;24031518;ESC EST DOM JOSE A DANTAS ENS DE 1 GRAU;125;R$23.445,00
2017;RN;Macau;Estadual;Urbana;24025534;ESCOLA ESTADUAL DONANA AVELINO;59;R$13.845,00
2017;RN;São Gonçalo do Amarante;Estadual;Urbana;24054208;EE DR OTAVIANO ENSINO DE 1 GRAU;80;R$11.088,00
2017;RN;Pilões;Estadual;Urbana;24079170;EE FRANCISCO ANTONIO DE MOURA;120;R$23.370,00
2017;RN;Alexandria;Estadual;Urbana;24015822;ESC EST GOV DINARTE MARIZ ENS 1 GRAU;118;R$23.370,00
2017;RN;Canguaretama;Estadual;Urbana;24061263;EE GUIOMAR VASCONCELOS ENSINO FUNDAMENTAL E MEDIO;100;R$18.780,00
2017;RN;Mossoró;Estadual;Urbana;24002380;EE PROF INALDA CABRAL ENS 1 GRAU;319;R$36.567,00
2017;RN;Natal;Estadual;Urbana;24057916;EE JEAN MERMOZ ENS DE 1 E 2 GRAUS;150;R$23.460,00
2017;RN;Mossoró;Estadual;Urbana;24071811;EE JERONIMO VINGT ROSADO MAIA;430;R$60.765,00
2017;RN;Monte Alegre;Estadual;Urbana;24046337;EE JOAO DE PAIVA ENS DE 1 GRAU;100;R$13.860,00
2017;RN;Itajá;Estadual;Urbana;24010545;EE JOAO TERTULINO LOPES ENS FUNDAMENTAL;120;R$23.355,00
2017;RN;Açu;Estadual;Urbana;24009342;EE MANOEL P MONTENEGRO ENSINO FUNDAMENTAL;250;R$28.170,00
2017;RN;Natal;Estadual;Urbana;24058424;EE PROFA MARIA ILKA DE MOURA ENS 1 6;180;R$22.356,00
2017;RN;Natal;Estadual;Urbana;24058076;EE MONSENHOR MATA ENS DE 1 GRAU;94;R$18.510,00
2017;RN;Mossoró;Estadual;Urbana;24002305;ESCOLA ESTADUAL PADRE ALFREDO ENS 1 GRAU;164;R$32.700,00
2017;RN;São José do Campestre;Estadual;Urbana;24042773;EE PADRE TOMAZ DE AQUINO ENS 1 GRAU;79;R$11.079,00
2017;RN;Santa Cruz;Estadual;Urbana;24042366;EE PEDRO SEVERINO BEZERRA ENS FUND CAIC;213;R$25.245,00
2017;RN;Açu;Estadual;Urbana;24009377;EE POETA RENATO CALDAS;355;R$51.630,00
2017;RN;Lagoa de Velhos;Estadual;Urbana;24040843;EE PREF JOAO EVANGELISTA ENSINO FUNDAMENTAL E MEDIO;166;R$19.638,00
2017;RN;Parnamirim;Estadual;Urbana;24055867;EE PROFA MARIA ARAUJO ENSINO FUNDAMENTAL E MEDIO;180;R$22.356,00
2017;RN;Espírito Santo;Estadual;Urbana;24061530;E E PROFESSOR JOAO MARIA DIAS;150;R$28.110,00
2017;RN;São Pedro;Estadual;Urbana;24049247;EE PROF PEDRO ALEXANDRINO 1 E 2 GR;189;R$37.365,00
2017;RN;Natal;Estadual;Urbana;24060631;EE PROFA LEONOR LIMA;99;R$14.085,00
2017;RN;Santa Cruz;Estadual;Urbana;24041670;EE QUINTINO BOCAIUVA ENSINO FUNDAMENTAL;200;R$22.536,00
2017;RN;Vera Cruz;Estadual;Rural;24050326;EE SANTA LUZIA;180;R$54.540,00
2017;RN;Natal;Estadual;Urbana;24058572;EE SELVA CAPISTRANO LOPES;110;R$13.950,00
